Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Payment Mode,AvgDeivery
7568,CA-2020-140802,"Tuesday, April 21, 2020","Thursday, April 23, 2020",First Class,KN-16390,Katherine Nockton,Corporate,United States,Houston,Texas,Central,OFF-PA-10001534,Office Supplies,Paper,Xerox 230,91.736,4,7.2576,Cards,2
6597,CA-2020-157112,"Thursday, April 23, 2020","Sunday, April 26, 2020",First Class,GG-14650,Greg Guthrie,Corporate,United States,Columbus,Ohio,East,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,112.344,1,1.8704,Cards,3
9601,CA-2020-107797,"Friday, May 8, 2020","Monday, May 11, 2020",Second Class,EB-13705,Ed Braxton,Corporate,United States,Mansfield,Texas,Central,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,163.472,8,14.5152,Online,3
6045,CA-2020-145702,"Tuesday, May 19, 2020","Sunday, May 24, 2020",Second Class,AH-10075,Adam Hart,Corporate,United States,Knoxville,Tennessee,South,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,124.888,7,10.1094,Online,5
667,CA-2020-132682,"Monday, June 8, 2020","Wednesday, June 10, 2020",Second Class,TH-21235,Tiffany House,Corporate,United States,Dallas,Texas,Central,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,175.056,3,28.7064,COD,2
2501,CA-2020-131618,"Wednesday, June 17, 2020","Saturday, June 20, 2020",First Class,LS-17200,Luke Schmidt,Corporate,United States,Skokie,Illinois,Central,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",110.224,2,4.4312,Cards,3
8733,CA-2020-116988,"Saturday, June 27, 2020","Monday, June 29, 2020",Second Class,PW-19030,Pauline Webber,Corporate,United States,Seattle,Washington,West,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,120.44,3,9.3312,COD,2
1912,CA-2020-121503,"Friday, July 3, 2020","Monday, July 6, 2020",Second Class,FH-14275,Frank Hawley,Corporate,United States,Houston,Texas,Central,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,297.896,7,92.4399,COD,3
7692,US-2020-128951,"Wednesday, July 15, 2020","Friday, July 17, 2020",First Class,RS-19420,Ricardo Sperren,Corporate,United States,Suffolk,Virginia,South,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,120.96,2,6.2208,COD,2
5090,CA-2020-132738,"Tuesday, August 4, 2020","Friday, August 7, 2020",First Class,HM-14860,Harry Marie,Corporate,United States,Loveland,Colorado,West,OFF-PA-10001752,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),107.968,2,2.8884,COD,3
1443,CA-2020-117695,"Wednesday, August 5, 2020","Saturday, August 8, 2020",First Class,PW-19030,Pauline Webber,Corporate,United States,Richmond,Kentucky,South,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",123.76,2,6.3296,Online,3
6728,CA-2020-145443,"Monday, August 10, 2020","Saturday, August 15, 2020",Second Class,SC-20695,Steve Chapman,Corporate,United States,Richmond,Indiana,Central,OFF-PA-10003302,Office Supplies,Paper,Xerox 1906,218.2,5,83.284,COD,5
4026,CA-2020-139311,"Tuesday, August 11, 2020","Thursday, August 13, 2020",First Class,SF-20965,Sylvia Foulston,Corporate,United States,Bedford,Texas,Central,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",133.664,4,10.0116,Cards,2
6416,CA-2020-144750,"Friday, August 21, 2020","Friday, August 21, 2020",Same Day,DL-13495,Dionis Lloyd,Corporate,United States,Chandler,Arizona,West,OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,100.88,1,29.358,COD,0
8935,CA-2020-130036,"Thursday, August 27, 2020","Thursday, August 27, 2020",Same Day,BP-11185,Ben Peterman,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-PA-10000528,Office Supplies,Paper,Xerox 1981,116.672,3,3.96,Online,0
3514,CA-2020-140326,"Friday, September 4, 2020","Sunday, September 6, 2020",First Class,HW-14935,Helen Wasserman,Corporate,United States,Chicago,Illinois,Central,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",150.76,3,5.55,Cards,2
6653,US-2020-124779,"Tuesday, September 8, 2020","Friday, September 11, 2020",First Class,BF-11020,Barry Französisch,Corporate,United States,Arlington,Texas,Central,OFF-PA-10000061,Office Supplies,Paper,Xerox 205,115.736,4,7.2576,COD,3
5370,CA-2020-147403,"Thursday, September 10, 2020","Sunday, September 13, 2020",First Class,KH-16630,Ken Heidel,Corporate,United States,Akron,Ohio,East,OFF-PA-10003302,Office Supplies,Paper,Xerox 1906,133.056,3,28.7064,COD,3
5182,CA-2020-108749,"Saturday, September 12, 2020","Tuesday, September 15, 2020",First Class,DJ-13510,Don Jones,Corporate,United States,Woonsocket,Rhode Island,East,OFF-PA-10003797,Office Supplies,Paper,Xerox 209,138.36,7,21.7728,Cards,3
8773,CA-2020-115882,"Monday, September 14, 2020","Thursday, September 17, 2020",First Class,DB-13555,Dorothy Badders,Corporate,United States,Raleigh,North Carolina,South,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,102.352,3,23.235,COD,3
2654,CA-2020-112515,"Thursday, September 17, 2020","Monday, September 21, 2020",Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,West,OFF-PA-10000062,Office Supplies,Paper,Green Bar Computer Printout Paper,191.88,3,80.7912,Cards,4
9627,CA-2020-103520,"Wednesday, September 23, 2020","Friday, September 25, 2020",First Class,MH-17785,Maya Herman,Corporate,United States,Lubbock,Texas,Central,OFF-PA-10001846,Office Supplies,Paper,Xerox 1899,95.248,2,3.3524,Online,2
5267,CA-2020-147452,"Wednesday, September 30, 2020","Saturday, October 3, 2020",First Class,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,West,OFF-PA-10004039,Office Supplies,Paper,Xerox 1882,178.94,3,82.2906,Cards,3
5266,CA-2020-147452,"Wednesday, September 30, 2020","Saturday, October 3, 2020",First Class,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,West,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",100.76,2,5.7624,Online,3
397,CA-2020-165603,"Saturday, October 17, 2020","Monday, October 19, 2020",Second Class,SS-20140,Saphhira Shifley,Corporate,United States,Warwick,Rhode Island,East,OFF-PA-10002552,Office Supplies,Paper,Xerox 1958,115.96,2,6.2208,Online,2
1903,CA-2020-167094,"Wednesday, October 21, 2020","Thursday, October 22, 2020",First Class,DK-12835,Damala Kotsonis,Corporate,United States,Springfield,Oregon,West,OFF-PA-10003953,Office Supplies,Paper,Xerox 218,125.184,1,1.8144,Online,1
8450,CA-2020-125451,"Friday, October 23, 2020","Saturday, October 24, 2020",First Class,AH-10075,Adam Hart,Corporate,United States,Cranston,Rhode Island,East,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",113.44,8,21.2856,Online,1
899,CA-2020-160983,"Thursday, October 29, 2020","Saturday, October 31, 2020",Second Class,GB-14530,George Bell,Corporate,United States,Auburn,New York,East,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,146.96,8,22.5408,COD,2
5424,CA-2020-103009,"Tuesday, November 3, 2020","Thursday, November 5, 2020",Second Class,PJ-18835,Patrick Jones,Corporate,United States,Richmond,Kentucky,South,OFF-PA-10001215,Office Supplies,Paper,Xerox 1963,128.4,5,11.88,Cards,2
7965,CA-2020-104864,"Wednesday, November 18, 2020","Monday, November 23, 2020",Second Class,JS-15685,Jim Sink,Corporate,United States,Miramar,Florida,South,OFF-PA-10004609,Office Supplies,Paper,Xerox 221,147.736,4,7.2576,COD,5
7966,CA-2020-104864,"Wednesday, November 18, 2020","Monday, November 23, 2020",Second Class,JS-15685,Jim Sink,Corporate,United States,Miramar,Florida,South,OFF-PA-10003309,Office Supplies,Paper,Xerox 211,143.472,8,14.5152,COD,5
8976,CA-2020-156622,"Monday, November 23, 2020","Thursday, November 26, 2020",First Class,JP-15460,Jennifer Patt,Corporate,United States,Dallas,Texas,Central,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,102.304,2,29.364,Cards,3
8975,CA-2020-156622,"Monday, November 23, 2020","Thursday, November 26, 2020",First Class,JP-15460,Jennifer Patt,Corporate,United States,Dallas,Texas,Central,OFF-PA-10000477,Office Supplies,Paper,Xerox 22,133.288,7,12.7008,COD,3
6998,CA-2020-117443,"Wednesday, December 23, 2020","Friday, December 25, 2020",Second Class,JB-15400,Jennifer Braxton,Corporate,United States,Rockford,Illinois,Central,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,431.872,4,63.7536,Online,2
6856,US-2020-162670,"Wednesday, December 23, 2020","Monday, December 28, 2020",Second Class,MF-18250,Monica Federle,Corporate,United States,Little Rock,Arkansas,South,OFF-PA-10001994,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",1237.96,2,20.6816,Cards,5
1026,CA-2019-126529,"Friday, January 11, 2019","Sunday, January 13, 2019",Second Class,DE-13255,Deanra Eno,Home Office,United States,Springfield,Ohio,East,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,15.552,3,5.4432,Online,2
1027,CA-2019-126529,"Friday, January 11, 2019","Sunday, January 13, 2019",Second Class,DE-13255,Deanra Eno,Home Office,United States,Springfield,Ohio,East,OFF-PA-10003656,Office Supplies,Paper,Xerox 1935,63.312,3,20.5764,Cards,2
5968,CA-2019-166912,"Tuesday, January 15, 2019","Thursday, January 17, 2019",First Class,BE-11335,Bill Eplett,Home Office,United States,New York City,New York,East,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,81.98,2,40.1702,Online,2
1384,US-2019-108504,"Tuesday, February 5, 2019","Tuesday, February 5, 2019",Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,348.84,9,170.9316,Online,0
1391,US-2019-108504,"Tuesday, February 5, 2019","Tuesday, February 5, 2019",Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",122.97,3,60.2553,Online,0
1393,US-2019-108504,"Tuesday, February 5, 2019","Tuesday, February 5, 2019",Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,South,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,342.37,7,160.9139,COD,0
3551,CA-2019-152555,"Friday, March 29, 2019","Tuesday, April 2, 2019",Second Class,ME-17320,Maria Etezadi,Home Office,United States,Chicago,Illinois,Central,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,45.528,3,15.9348,COD,4
8572,CA-2019-162222,"Wednesday, April 3, 2019","Wednesday, April 3, 2019",Same Day,SR-20740,Steven Roelle,Home Office,United States,Dallas,Texas,Central,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,10.272,3,3.21,COD,0
4244,CA-2019-159142,"Thursday, April 4, 2019","Friday, April 5, 2019",First Class,ME-17320,Maria Etezadi,Home Office,United States,Springfield,Virginia,South,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",27.81,3,13.0707,Online,1
5003,CA-2019-136126,"Friday, May 24, 2019","Friday, May 24, 2019",Same Day,EH-14125,Eugene Hildebrand,Home Office,United States,Newport News,Virginia,South,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,191.6,4,91.968,COD,0
3149,CA-2019-120558,"Friday, June 7, 2019","Monday, June 10, 2019",First Class,RD-19810,Ross DeVincentis,Home Office,United States,New York City,New York,East,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,32.4,5,15.552,COD,3
438,CA-2019-147375,"Wednesday, June 12, 2019","Friday, June 14, 2019",Second Class,PO-19180,Philisse Overcash,Home Office,United States,Chicago,Illinois,Central,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,313.488,7,113.6394,COD,2
8720,CA-2019-120824,"Wednesday, June 12, 2019","Sunday, June 16, 2019",Second Class,AW-10930,Arthur Wiediger,Home Office,United States,Houston,Texas,Central,OFF-PA-10000232,Office Supplies,Paper,Xerox 1975,15.552,3,5.6376,COD,4
8260,CA-2019-118101,"Wednesday, June 26, 2019","Wednesday, June 26, 2019",Same Day,SN-20560,Skye Norling,Home Office,United States,Roseville,Michigan,Central,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",368.91,9,180.7659,COD,0
8907,US-2019-126431,"Monday, July 1, 2019","Monday, July 1, 2019",Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,New York City,New York,East,OFF-PA-10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,75.06,9,33.777,Cards,0
351,CA-2019-129714,"Sunday, September 1, 2019","Tuesday, September 3, 2019",First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,24.56,2,11.5432,Online,2
353,CA-2019-129714,"Sunday, September 1, 2019","Tuesday, September 3, 2019",First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,49.12,4,23.0864,COD,2
7071,CA-2019-164490,"Thursday, September 5, 2019","Tuesday, September 10, 2019",Second Class,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,Central,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,9.248,2,3.3524,Cards,5
1620,US-2019-118780,"Tuesday, September 10, 2019","Saturday, September 14, 2019",Second Class,PN-18775,Parhena Norris,Home Office,United States,New York City,New York,East,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",6.69,1,3.0774,Online,4
2022,CA-2019-168354,"Thursday, September 19, 2019","Saturday, September 21, 2019",First Class,RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,East,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",17.04,3,7.668,Cards,2
6053,CA-2019-124016,"Monday, September 23, 2019","Thursday, September 26, 2019",Second Class,JS-15940,Joni Sundaresam,Home Office,United States,Lancaster,Ohio,East,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,11.952,3,4.0338,Cards,3
7818,CA-2019-138478,"Monday, October 21, 2019","Saturday, October 26, 2019",Second Class,DP-13390,Dennis Pardue,Home Office,United States,North Las Vegas,Nevada,West,OFF-PA-10001801,Office Supplies,Paper,Xerox 193,35.88,6,17.5812,COD,5
8385,CA-2019-145135,"Tuesday, November 26, 2019","Thursday, November 28, 2019",First Class,CD-12790,Cynthia Delaney,Home Office,United States,Shelton,Connecticut,East,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,13.36,2,6.4128,COD,2
8441,CA-2019-158302,"Sunday, December 8, 2019","Thursday, December 12, 2019",Second Class,JB-16045,Julia Barnett,Home Office,United States,Columbus,Ohio,East,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",10.584,3,3.4398,Online,4
5657,CA-2019-145261,"Wednesday, December 18, 2019","Saturday, December 21, 2019",First Class,AH-10120,Adrian Hane,Home Office,United States,Salem,Oregon,West,OFF-PA-10003036,Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",11.648,2,3.7856,Online,3
8724,US-2019-135209,"Sunday, December 29, 2019","Tuesday, December 31, 2019",Second Class,MH-17290,Marc Harrigan,Home Office,United States,Miami,Florida,South,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,37.408,7,13.0928,COD,2
8725,US-2019-135209,"Sunday, December 29, 2019","Tuesday, December 31, 2019",Second Class,MH-17290,Marc Harrigan,Home Office,United States,Miami,Florida,South,OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper,25.344,6,8.8704,Online,2
1846,US-2020-158512,"Sunday, January 12, 2020","Friday, January 17, 2020",Second Class,DA-13450,Dianna Arnett,Home Office,United States,Washington,District of Columbia,East,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,138.08,6,19.2384,Cards,5
7448,CA-2020-127474,"Monday, February 3, 2020","Friday, February 7, 2020",Second Class,RD-19810,Ross DeVincentis,Home Office,United States,Chicago,Illinois,Central,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,443.4,5,146.79,Online,4
7445,CA-2020-127474,"Monday, February 3, 2020","Friday, February 7, 2020",Second Class,RD-19810,Ross DeVincentis,Home Office,United States,Chicago,Illinois,Central,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,119.184,1,1.8144,Online,4
7446,CA-2020-127474,"Monday, February 3, 2020","Friday, February 7, 2020",Second Class,RD-19810,Ross DeVincentis,Home Office,United States,Chicago,Illinois,Central,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,159.584,2,23.7742,COD,4
3069,CA-2020-106859,"Friday, March 13, 2020","Wednesday, March 18, 2020",Second Class,BF-11215,Benjamin Farhat,Home Office,United States,Albuquerque,New Mexico,West,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,303.24,6,138.3552,Online,5
5570,CA-2020-157966,"Friday, March 13, 2020","Friday, March 13, 2020",Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,Central,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,122.552,3,5.6376,Cards,0
3068,CA-2020-106859,"Friday, March 13, 2020","Wednesday, March 18, 2020",Second Class,BF-11215,Benjamin Farhat,Home Office,United States,Albuquerque,New Mexico,West,OFF-PA-10001534,Office Supplies,Paper,Xerox 230,124.36,7,21.7728,Cards,5
1929,US-2020-101539,"Monday, March 16, 2020","Wednesday, March 18, 2020",Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Seattle,Washington,West,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,116.48,1,3.1104,Cards,2
968,CA-2020-135279,"Thursday, April 9, 2020","Saturday, April 11, 2020",First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,East,OFF-PA-10001281,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Fine Perforations,211.6,4,91.968,Online,2
967,CA-2020-135279,"Thursday, April 9, 2020","Saturday, April 11, 2020",First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,East,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,144.96,2,6.2208,COD,2
5478,CA-2020-169691,"Monday, June 15, 2020","Thursday, June 18, 2020",First Class,Dp-13240,Dean percer,Home Office,United States,Maple Grove,Minnesota,Central,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,116.94,3,8.7906,Online,3
6304,CA-2020-162712,"Thursday, June 18, 2020","Saturday, June 20, 2020",Second Class,NK-18490,Neil Knudson,Home Office,United States,Corpus Christi,Texas,Central,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,123.352,3,23.235,Cards,2
892,CA-2020-133256,"Friday, June 26, 2020","Saturday, June 27, 2020",First Class,TH-21550,Tracy Hopkins,Home Office,United States,Detroit,Michigan,Central,OFF-PA-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",111.54,1,2.043,Online,1
7696,CA-2020-107958,"Thursday, July 2, 2020","Sunday, July 5, 2020",First Class,AH-10120,Adrian Hane,Home Office,United States,Houston,Texas,Central,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",207.96,5,59.4355,COD,3
3428,US-2020-111024,"Friday, July 3, 2020","Monday, July 6, 2020",Second Class,SZ-20035,Sam Zeldin,Home Office,United States,Lancaster,Ohio,East,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",132.896,4,11.1024,COD,3
3430,US-2020-111024,"Friday, July 3, 2020","Monday, July 6, 2020",Second Class,SZ-20035,Sam Zeldin,Home Office,United States,Lancaster,Ohio,East,OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",138.96,6,11.223,COD,3
5826,CA-2020-161067,"Thursday, September 3, 2020","Sunday, September 6, 2020",Second Class,KB-16405,Katrina Bavinger,Home Office,United States,New York City,New York,East,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,469.4,4,201.312,Cards,3
2305,CA-2020-157931,"Thursday, September 17, 2020","Tuesday, September 22, 2020",Second Class,MO-17800,Meg O'Connel,Home Office,United States,Roswell,Georgia,South,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,133.32,3,49.9704,Cards,5
4464,US-2020-125717,"Monday, September 28, 2020","Thursday, October 1, 2020",First Class,DS-13030,Darrin Sayre,Home Office,United States,Aurora,Colorado,West,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,93.352,3,5.2026,Online,3
4475,CA-2020-121300,"Tuesday, September 29, 2020","Tuesday, September 29, 2020",Same Day,MG-17680,Maureen Gastineau,Home Office,United States,Mentor,Ohio,East,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,85.552,3,5.4432,Cards,0
4477,CA-2020-121300,"Tuesday, September 29, 2020","Tuesday, September 29, 2020",Same Day,MG-17680,Maureen Gastineau,Home Office,United States,Mentor,Ohio,East,OFF-PA-10002606,Office Supplies,Paper,Xerox 1928,122.448,2,2.64,COD,0
5319,US-2020-162558,"Friday, October 2, 2020","Monday, October 5, 2020",First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,South,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,146.736,4,7.2576,COD,3
2267,CA-2020-149146,"Monday, October 12, 2020","Monday, October 12, 2020",Same Day,SM-20320,Sean Miller,Home Office,United States,Monroe,North Carolina,South,OFF-PA-10003919,Office Supplies,Paper,Xerox 1989,117.968,2,2.6892,COD,0
35,CA-2020-107727,"Monday, October 19, 2020","Friday, October 23, 2020",Second Class,MA-17560,Matt Abelman,Home Office,United States,Houston,Texas,Central,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,159.472,3,9.9468,COD,4
9500,CA-2020-118213,"Thursday, November 5, 2020","Saturday, November 7, 2020",First Class,AB-10060,Adam Bellavance,Home Office,United States,Greenwood,Indiana,Central,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,102.8,10,31.188,COD,2
9499,CA-2020-118213,"Thursday, November 5, 2020","Saturday, November 7, 2020",First Class,AB-10060,Adam Bellavance,Home Office,United States,Greenwood,Indiana,Central,OFF-PA-10000565,Office Supplies,Paper,Easy-staple paper,177.94,3,82.2906,COD,2
9498,CA-2020-118213,"Thursday, November 5, 2020","Saturday, November 7, 2020",First Class,AB-10060,Adam Bellavance,Home Office,United States,Greenwood,Indiana,Central,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",98.41,1,2.0286,COD,2
3047,CA-2020-125290,"Friday, November 6, 2020","Tuesday, November 10, 2020",Second Class,CC-12430,Chuck Clark,Home Office,United States,Minneapolis,Minnesota,Central,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,130.38,1,12.1348,COD,4
2951,CA-2020-134915,"Thursday, November 12, 2020","Thursday, November 12, 2020",Same Day,EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,West,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,156.12,5,8.381,Cards,0
548,CA-2020-162929,"Thursday, November 19, 2020","Sunday, November 22, 2020",First Class,AS-10135,Adrian Shami,Home Office,United States,New York City,New York,East,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,103.36,2,6.4128,Cards,3
4922,CA-2020-114055,"Friday, December 25, 2020","Tuesday, December 29, 2020",Second Class,MH-18115,Mick Hernandez,Home Office,United States,Huntsville,Alabama,South,OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,450.08,2,46.1184,Online,4
4924,CA-2020-114055,"Friday, December 25, 2020","Tuesday, December 29, 2020",Second Class,MH-18115,Mick Hernandez,Home Office,United States,Huntsville,Alabama,South,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,836.1,6,301.968,Cards,4
5114,CA-2019-147970,"Thursday, January 31, 2019","Saturday, February 2, 2019",Second Class,AB-10150,Aimee Bixby,Consumer,United States,Dallas,Texas,Central,OFF-PA-10003936,Office Supplies,Paper,Xerox 1994,15.552,3,5.4432,Cards,2
2696,CA-2019-161662,"Thursday, February 7, 2019","Saturday, February 9, 2019",First Class,BE-11410,Bobby Elias,Consumer,United States,Lancaster,Ohio,East,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,30.352,2,10.6232,Online,2
7811,CA-2019-134334,"Thursday, February 14, 2019","Friday, February 15, 2019",First Class,DK-13090,Dave Kipp,Consumer,United States,Clinton,Maryland,East,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",4.77,1,2.1465,COD,1
8334,CA-2019-153269,"Saturday, March 9, 2019","Tuesday, March 12, 2019",First Class,PS-18760,Pamela Stobb,Consumer,United States,Andover,Massachusetts,East,OFF-PA-10001801,Office Supplies,Paper,Xerox 193,17.94,3,8.7906,Cards,3
3930,CA-2019-162082,"Thursday, March 14, 2019","Sunday, March 17, 2019",First Class,JS-15880,John Stevenson,Consumer,United States,Harlingen,Texas,Central,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,5.184,1,1.8792,COD,3
9018,CA-2019-161361,"Tuesday, March 26, 2019","Thursday, March 28, 2019",Second Class,MV-17485,Mark Van Huff,Consumer,United States,Pocatello,Idaho,West,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",17.64,3,8.6436,Online,2
9207,CA-2019-146423,"Sunday, April 21, 2019","Sunday, April 21, 2019",Same Day,BT-11680,Brian Thompson,Consumer,United States,Milford,Connecticut,East,OFF-PA-10003797,Office Supplies,Paper,Xerox 209,51.84,8,24.8832,Cards,0
2829,CA-2019-124149,"Tuesday, April 23, 2019","Friday, April 26, 2019",First Class,MJ-17740,Max Jones,Consumer,United States,Lancaster,Ohio,East,OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards,108.336,6,37.9176,Online,3
2831,CA-2019-124149,"Tuesday, April 23, 2019","Friday, April 26, 2019",First Class,MJ-17740,Max Jones,Consumer,United States,Lancaster,Ohio,East,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,78.304,2,29.364,Cards,3
5862,CA-2019-101525,"Wednesday, May 1, 2019","Saturday, May 4, 2019",Second Class,CM-12235,Chris McAfee,Consumer,United States,Little Rock,Arkansas,South,OFF-PA-10001497,Office Supplies,Paper,Xerox 1914,109.92,2,53.8608,COD,3
